501795	9453996	24M	1	MAMÍFERO
507604	9458254	24M	1	MAMÍFERO
530755	9477513	24M	1	MAMÍFERO
508301	9458714	24M	1	MAMÍFERO
507245	9458007	24M	1	MAMÍFERO
508794	9459046	24M	1	MAMÍFERO
508829	9459075	24M	1	MAMÍFERO
511064	9460566	24M	1	MAMÍFERO
515642	9464197	24M	1	MAMÍFERO
516144	9464624	24M	1	MAMÍFERO
517134	9465467	24M	1	MAMÍFERO
518668	9466780	24M	1	MAMÍFERO
525821	9472867	24M	1	MAMÍFERO
526965	9473838	24M	1	MAMÍFERO
516141	9464625	24M	1	MAMÍFERO
510073	9459896	24M	1	MAMÍFERO
524032	9471332	24M	1	MAMÍFERO
525926	9472956	24M	1	MAMÍFERO
526595	9473526	24M	1	MAMÍFERO
507274	9458028	24M	1	MAMÍFERO
503232	9455207	24M	1	MAMÍFERO
507137	9457943	24M	1	MAMÍFERO
509058	9459228	24M	1	MAMÍFERO
512837	9461844	24M	1	MAMÍFERO
523144	9470576	24M	1	MAMÍFERO
523656	9471022	24M	1	MAMÍFERO
524214	9471488	24M	1	MAMÍFERO
524822	9472016	24M	1	MAMÍFERO
526034	9473041	24M	1	MAMÍFERO
529769	9476352	24M	1	MAMÍFERO
506137	9457275	24M	1	MAMÍFERO
507387	9458103	24M	1	MAMÍFERO
522160	9469751	24M	1	MAMÍFERO
510083	9459910	24M	1	MAMÍFERO
518378	9466533	24M	1	MAMÍFERO
528412	9474921	24M	1	MAMÍFERO
523862	9471196	24M	1	MAMÍFERO
507378	9458096	24M	1	MAMÍFERO
518416	9466568	24M	1	MAMÍFERO
522231	9469797	24M	1	MAMÍFERO
528353	9474884	24M	1	MAMÍFERO
503933	9455801	24M	1	MAMÍFERO
506511	9457526	24M	1	MAMÍFERO
518489	9466621	24M	1	MAMÍFERO
527284	9474099	24M	1	MAMÍFERO
504245	9456007	24M	1	MAMÍFERO
516956	9465327	24M	1	MAMÍFERO
524385	9471633	24M	1	MAMÍFERO
524768	9471960	24M	1	MAMÍFERO
519969	9467888	24M	1	MAMÍFERO
504692	9456306	24M	1	MAMÍFERO
521571	9469241	24M	1	MAMÍFERO
501872	9454056	24M	1	MAMÍFERO
503330	9455292	24M	1	MAMÍFERO
506367	9457430	24M	1	MAMÍFERO
516484	9464916	24M	1	MAMÍFERO
526525	9473468	24M	1	MAMÍFERO
511606	9460926	24M	1	MAMÍFERO
526739	9473639	24M	1	MAMÍFERO
529681	9476267	24M	1	MAMÍFERO
523712	9471069	24M	1	RÉPTIL
528848	9475331	24M	1	RÉPTIL
521482	9469179	24M	1	RÉPTIL
504303	9456046	24M	1	RÉPTIL
507425	9458127	24M	1	RÉPTIL
516435	9464880	24M	1	RÉPTIL
529211	9475737	24M	1	RÉPTIL
518920	9466984	24M	1	RÉPTIL
500242	9453127	24M	1	RÉPTIL
500559	9453334	24M	1	RÉPTIL
501380	9453634	24M	1	RÉPTIL
503112	9455108	24M	1	RÉPTIL
516873	9465251	24M	1	RÉPTIL
517168	9465493	24M	1	RÉPTIL
505465	9456816	24M	1	RÉPTIL
506895	9457782	24M	1	RÉPTIL
506908	9457790	24M	1	RÉPTIL
507695	9458308	24M	1	RÉPTIL
500963	9453441	24M	1	RÉPTIL
518781	9466874	24M	1	RÉPTIL
524988	9472146	24M	1	RÉPTIL
530402	9477071	24M	1	RÉPTIL
508044	9458542	24M	1	RÉPTIL
524662	9471873	24M	1	RÉPTIL
501410	9453669	24M	1	RÉPTIL
505487	9456835	24M	1	RÉPTIL
516908	9465282	24M	1	RÉPTIL
507783	9458375	24M	1	RÉPTIL
512805	9461825	24M	1	RÉPTIL
525290	9472412	24M	1	RÉPTIL
528478	9474957	24M	1	RÉPTIL
507663	9458286	24M	1	RÉPTIL
508408	9458786	24M	1	RÉPTIL
523162	9470592	24M	1	RÉPTIL
500051	9452601	24M	1	RÉPTIL
500010	9452780	24M	1	RÉPTIL
505520	9456850	24M	1	RÉPTIL
507622	9458257	24M	1	RÉPTIL
509204	9459322	24M	1	RÉPTIL
518475	9466614	24M	1	RÉPTIL
528358	9474885	24M	1	RÉPTIL
526573	9473504	24M	1	RÉPTIL
502213	9454345	24M	1	RÉPTIL
507944	9458480	24M	1	RÉPTIL
507980	9458503	24M	1	RÉPTIL
515808	9464335	24M	1	RÉPTIL
516254	9464722	24M	1	RÉPTIL
503938	9455794	24M	1	RÉPTIL
506708	9457655	24M	1	RÉPTIL
507908	9458458	24M	1	RÉPTIL
516325	9464788	24M	1	RÉPTIL
520908	9468687	24M	1	RÉPTIL
502901	9454928	24M	1	RÉPTIL
515406	9464005	24M	1	RÉPTIL
517789	9466033	24M	1	RÉPTIL
526573	9473505	24M	1	RÉPTIL
529633	9476200	24M	1	RÉPTIL
500373	9453235	24M	1	RÉPTIL
507666	9458288	24M	1	RÉPTIL
510499	9460186	24M	1	RÉPTIL
512688	9461722	24M	1	RÉPTIL
524635	9471846	24M	1	RÉPTIL
500243	9453127	24M	1	RÉPTIL
507484	9458166	24M	1	RÉPTIL
507735	9458344	24M	1	RÉPTIL
510739	9460346	24M	1	RÉPTIL
515607	9464166	24M	1	RÉPTIL
515819	9464350	24M	1	RÉPTIL
515132	9463766	24M	1	RÉPTIL
516085	9464579	24M	1	RÉPTIL
503151	9455150	24M	1	RÉPTIL
504926	9456454	24M	1	RÉPTIL
507422	9458118	24M	1	RÉPTIL
513619	9462506	24M	1	RÉPTIL
522308	9469880	24M	1	RÉPTIL
516986	9465338	24M	1	RÉPTIL
516922	9465297	24M	1	RÉPTIL
507121	9457926	24M	1	RÉPTIL
507345	9458082	24M	1	RÉPTIL
509039	9459215	24M	1	RÉPTIL
500274	9451282	24M	1	RÉPTIL
526263	9473234	24M	1	RÉPTEL
526623	9473549	24M	1	RÉPTEL
